id,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area,State
eaCMWZH6,42,cozily,48439,single,expensive,badminton,26249,no response,urban,MI
iFts39Bx,44,cozily,17104,married,practical,soccer,81416,no response,urban,PA
HxXH4IOE,44,cozily,60006,married,expensive,,23880,no response,urban,IL
jc1AoMds,36,cozily,31645,single,practical,badminton,65035,no response,rural,GA
oq43VNW8,44,active,39969,single,practical,badminton,119963,no response,urban,GA
DnFxfCTX,16,active,38326,single,practical,athletics,43521,no response,urban,TN
vCwaEYJl,31,cozily,60440,single,practical,badminton,23603,no response,urban,IL
uPRrRQwU,47,cozily,85731,single,expensive,athletics,31540,no response,urban,AZ
Q9IyyalO,59,active,80734,single,expensive,badminton,40313,response,rural,CO
pC4gmJSI,63,active,82470,married,practical,athletics,97245,response,urban,WY
gv6MDB94,17,active,34204,single,practical,athletics,64678,response,rural,FL
TRRaLMn8,29,healthy,69532,single,practical,,107243,no response,rural,NE
tHUkmi9f,45,healthy,79381,married,practical,soccer,44118,no response,rural,TX
kzhxKSy0,55,healthy,75497,married,expensive,badminton,33361,no response,rural,TX
wHf8eyP9,65,active,35162,single,expensive,,147996,response,rural,AL
MAjE5w9g,35,healthy,22598,married,expensive,,144029,response,rural,VA
6MwBKQ5U,58,active,85728,married,expensive,soccer,93198,response,rural,AZ
75ntHQRg,66,active,35797,married,practical,athletics,36472,response,urban,AL
PZXVUB6c,60,active,44089,married,practical,athletics,83495,response,rural,OH
HfX6Bk7X,26,cozily,64314,married,expensive,badminton,145370,response,urban,MO
r3WgLBl9,41,active,69058,married,practical,athletics,134575,no response,urban,NE
lqJ0adfg,46,cozily,14250,married,expensive,soccer,59001,response,rural,NY
MJQ6lOgk,52,healthy,73094,single,expensive,soccer,118868,no response,urban,OK
kUPryLHu,59,healthy,61096,married,expensive,athletics,72152,response,urban,IL
11IeeC5y,64,healthy,40713,single,expensive,badminton,101882,response,urban,KY
UxU1Nnpe,23,healthy,69118,single,expensive,,41243,no response,urban,NE
9XyjjSUC,34,cozily,89646,single,expensive,,104485,no response,rural,NV
VqjjlQK0,47,healthy,25678,married,practical,,108646,no response,rural,WV
3Nn5vCM0,21,active,62913,married,expensive,,82951,no response,rural,IL
bEka5xOW,67,cozily,52543,single,practical,badminton,80043,response,urban,IA
O4aJnsRP,25,cozily,79894,single,practical,badminton,133870,no response,urban,TX
3LoPQ85t,49,cozily,13206,single,expensive,athletics,45841,response,rural,NY
hKyWbgzt,69,healthy,48896,single,expensive,athletics,124567,response,rural,MI
Xaw38qPz,16,active,42191,single,practical,athletics,147600,response,urban,KY
WiUF61Im,64,cozily,31089,single,expensive,badminton,137687,response,rural,GA
eJDsKjiS,42,active,58886,married,expensive,,44916,no response,urban,ND
Ou1AwpaV,52,active,17776,married,expensive,badminton,64627,no response,rural,PA
0xISatya,15,healthy,91799,married,practical,athletics,20416,no response,urban,CA
xMfwU17t,68,active,22338,single,practical,badminton,107846,response,urban,VA
zXXRin5v,51,cozily,11490,single,expensive,badminton,36668,response,rural,#N/A
b2IILT9M,50,healthy,45185,married,expensive,athletics,57578,no response,urban,OH
l53bAkEk,39,cozily,13605,married,expensive,soccer,40247,response,urban,NY
LujhGIyW,18,healthy,88813,married,expensive,soccer,118174,no response,urban,TX
0rF3Ok0R,40,healthy,26211,single,expensive,badminton,77510,no response,urban,WV
kq4208IU,40,healthy,86745,single,expensive,badminton,128633,no response,rural,AZ
We5zgbQR,59,cozily,87725,single,practical,athletics,110326,no response,urban,NM
YFRY6EjY,66,healthy,60460,married,practical,athletics,111093,response,urban,IL
wEApGLGc,37,cozily,79711,single,expensive,athletics,62719,no response,urban,TX
xO2DqILT,21,healthy,82786,married,practical,badminton,97392,no response,urban,WY
GxrMhYi4,18,healthy,18045,single,practical,badminton,71739,no response,rural,PA
N72VWHH2,66,active,87576,married,practical,soccer,36670,response,urban,NM
ROTR5uuq,43,active,89990,married,practical,,143173,response,urban,NV
5mJoSlVm,42,healthy,37406,married,expensive,soccer,93152,response,urban,TN
ztZZQbPw,34,healthy,34479,single,expensive,athletics,35161,no response,rural,FL
Tf5rIP4l,68,active,64759,married,expensive,,110632,response,urban,MO
cZnWZL0Z,21,healthy,51491,married,expensive,soccer,72332,no response,rural,IA
bLPnam4p,58,active,27033,married,expensive,athletics,50791,response,rural,NC
zKnqdPCZ,60,active,75613,married,practical,athletics,134487,no response,urban,TX
vz0ti8R8,61,cozily,10730,single,practical,badminton,139815,response,rural,#N/A
YpiP0Dyi,61,cozily,80619,single,expensive,badminton,105706,response,urban,CO
mXqmBVZc,29,active,94675,single,practical,athletics,105379,no response,urban,CA
kTIaadwa,50,cozily,89304,married,expensive,athletics,49936,no response,urban,NV
9rBrLkvt,42,active,19007,married,expensive,soccer,91117,no response,urban,PA
NmxWBagh,25,healthy,21724,married,expensive,soccer,85786,no response,urban,MD
5b7xV2bL,23,active,21524,married,expensive,badminton,101823,no response,urban,MD
L99cumwr,58,healthy,69397,single,practical,badminton,60597,response,rural,NE
FvZBvpvd,33,cozily,91707,married,expensive,badminton,131055,no response,urban,CA
LhwM7jU4,57,cozily,53269,married,practical,athletics,79500,response,rural,WI
bhGXxn5c,24,healthy,10940,single,practical,soccer,67179,response,urban,#N/A
e7CITdKI,54,active,68886,single,expensive,athletics,45468,no response,urban,NE
DxuAAy7g,69,cozily,64010,single,practical,badminton,132584,response,urban,MO
BP8HRA4k,52,cozily,96958,married,expensive,,143721,response,urban,MP
SSfaxCUv,34,cozily,62250,single,expensive,badminton,138329,no response,urban,IL
djCDcFCe,40,healthy,45949,married,expensive,badminton,132228,no response,urban,OH
byXoUgAE,66,active,44372,married,practical,,148539,response,urban,OH
lLuyYv5x,38,healthy,38202,single,practical,soccer,135178,no response,urban,TN
jEd8Qodd,24,active,34703,married,expensive,soccer,56720,no response,urban,FL
Tr65I60m,35,cozily,75556,single,practical,athletics,96830,no response,rural,TX
9yChppBR,29,healthy,22533,married,practical,athletics,52283,no response,urban,VA
7f7kh4sW,64,healthy,75574,married,practical,athletics,58788,response,rural,TX
cFR5nZmW,20,healthy,49884,married,practical,soccer,116362,no response,urban,MI
clb3uzOX,39,cozily,59794,single,practical,athletics,36169,no response,rural,MT
4JRluVI1,35,active,62082,married,practical,soccer,58597,no response,rural,IL
7Sv3zRoO,64,cozily,11218,single,practical,athletics,70194,response,urban,#N/A
O9E65p4v,25,cozily,53675,single,practical,badminton,98742,no response,rural,WI
QAKK9aEi,36,cozily,66335,single,expensive,,131688,no response,urban,KS
852rY9Iw,59,active,13909,single,practical,soccer,32358,response,urban,NY
fZYWOei3,44,healthy,79990,married,practical,badminton,79673,no response,urban,TX
POEdBGJT,46,healthy,28551,single,practical,badminton,56738,no response,urban,NC
Arw4KOfS,28,cozily,22758,single,expensive,soccer,132848,no response,urban,VA
nZogWKwM,63,healthy,78564,single,practical,badminton,144916,response,urban,TX
beLXgUoi,26,healthy,59706,married,expensive,badminton,40696,no response,urban,MT
LDTbvwg9,61,cozily,33885,married,expensive,badminton,99432,response,urban,FL
XEyFo4dB,53,active,15110,married,practical,athletics,94164,no response,urban,PA
ALJwVOXl,16,cozily,36604,married,expensive,soccer,124242,no response,urban,AL
xbI2fllE,58,cozily,91368,married,expensive,soccer,124511,response,rural,CA
toGsI9xb,53,healthy,90598,single,practical,badminton,115332,response,urban,CA
G1f0dpwO,26,active,74751,married,expensive,soccer,128017,no response,urban,OK
Tb1Q89Cu,30,cozily,32273,single,practical,badminton,56962,no response,urban,FL
tLQHQTV2,59,cozily,72372,married,practical,badminton,71140,no response,rural,AR
SK4htkEc,36,active,26387,married,expensive,athletics,131236,no response,urban,WV
FmBajB7W,63,active,19082,single,practical,athletics,47737,response,urban,PA
a9MBK4tU,50,healthy,18091,married,practical,badminton,20022,no response,urban,PA
aRmEyQH6,64,active,90104,single,practical,badminton,90666,response,rural,CA
D9lglP25,27,cozily,99230,married,expensive,athletics,125949,no response,urban,WA
N3a2tLz7,68,cozily,50657,single,practical,,43580,response,urban,IA
Zih03H1E,34,healthy,96495,single,expensive,athletics,131581,no response,rural,AP
ckFwCazd,48,cozily,93850,single,expensive,badminton,73458,no response,urban,CA
CDIcn53r,17,healthy,23751,single,expensive,athletics,94666,no response,rural,VA
svWzzQ7O,56,healthy,72930,single,practical,,79222,response,urban,AR
ZOGnklmg,55,active,11300,single,practical,badminton,24557,response,rural,#N/A
xglBgzo6,27,healthy,71132,married,practical,badminton,124235,no response,rural,LA
dfPMX88a,39,cozily,51270,single,expensive,,51578,no response,urban,IA
4uzqqktI,57,healthy,22145,single,practical,soccer,138672,response,urban,VA
HKASeTuY,54,healthy,65631,married,practical,athletics,57349,no response,urban,MO
NktWyyUI,30,healthy,52579,single,expensive,soccer,118809,no response,urban,IA
yVLKlnHn,56,active,71407,single,expensive,badminton,83443,response,urban,LA
9BySBOyt,21,healthy,98610,single,expensive,athletics,107679,no response,urban,WA
ZOAlinC0,57,active,85839,married,expensive,athletics,82093,response,rural,AZ
8pJGJjz2,44,healthy,96321,married,expensive,soccer,80630,no response,urban,AP
qUBoVl0v,31,healthy,27576,single,expensive,athletics,139681,no response,rural,NC
DCipr6LO,67,healthy,30143,married,practical,athletics,32101,response,urban,GA
928LuFUB,66,healthy,57452,single,practical,,68275,response,rural,SD
zI9ui3TO,57,healthy,31185,single,expensive,badminton,104759,response,rural,GA
cTarFqcx,57,healthy,58945,single,expensive,athletics,71778,response,urban,ND
cTyA9fon,55,active,15128,single,expensive,badminton,35885,no response,rural,PA
4mrwzBhC,55,cozily,76270,single,expensive,athletics,148248,response,urban,TX
1umB7Iek,59,active,47091,single,practical,badminton,83532,response,urban,IN
E0Lno6HK,66,healthy,57007,single,practical,athletics,107688,response,urban,SD
9sPiF2GK,40,healthy,57993,single,expensive,,22439,no response,urban,SD
BEMsgR24,64,cozily,14903,single,expensive,soccer,106758,response,rural,NY
IJLsbvQg,66,cozily,69624,single,expensive,athletics,67336,response,urban,NE
F5FgAxcr,44,active,76541,single,practical,badminton,115065,no response,urban,TX
Uwc1Ik1l,22,active,45786,married,practical,,108194,no response,rural,OH
4yaXqbEE,36,cozily,59601,married,practical,,27679,no response,urban,MT
pGMWaqYK,26,healthy,84462,married,practical,badminton,133122,no response,urban,UT
ZyPNEC4Q,62,cozily,90350,single,expensive,,109230,response,urban,CA
UmUCYsB5,23,active,25942,single,expensive,athletics,98774,no response,rural,WV
msGEGJ5F,51,cozily,25183,single,practical,badminton,20401,no response,urban,WV
7XEUBmC7,68,cozily,12428,single,practical,athletics,93632,response,rural,NY
TQ4J2Vvm,41,cozily,97632,married,expensive,,123926,no response,urban,OR
cacL2EYl,44,active,47535,married,practical,athletics,26794,no response,urban,IN
InylL8Ym,60,active,97984,married,practical,badminton,66002,response,urban,OR
3X1GwDVq,43,cozily,24876,single,practical,,131627,no response,urban,WV
cLCgkcPw,21,cozily,83241,single,expensive,athletics,101650,no response,urban,ID
KMEK94pP,39,active,87468,single,expensive,,136612,no response,urban,NM
bw9r6BKF,19,healthy,81150,married,practical,athletics,144632,response,urban,CO
GIk2YkEf,44,healthy,29843,married,expensive,soccer,38089,no response,urban,SC
POvl7EK3,26,healthy,48836,single,expensive,badminton,36603,no response,urban,MI
eSWmV6DA,68,cozily,50921,married,practical,badminton,95063,response,rural,IA
FoO2AstX,40,active,61474,single,practical,,125228,no response,rural,IL
AJfDHayv,64,healthy,63104,married,expensive,,40519,response,urban,MO
WVhSdsjr,34,active,94095,single,practical,soccer,35907,no response,rural,CA
GR5fAupE,56,healthy,95665,married,practical,,114802,response,urban,CA
YY9skY7s,32,cozily,77791,single,expensive,,85683,no response,urban,TX
tghtwN8N,54,cozily,75779,single,expensive,athletics,124510,no response,urban,TX
Hnowse50,23,healthy,69254,single,expensive,soccer,143949,response,rural,NE
JaeyVg5w,16,active,55104,single,practical,,128028,no response,urban,MN
PmEfBuhk,64,healthy,60099,single,expensive,badminton,30487,response,urban,IL
PTIA8LbG,16,cozily,42210,married,expensive,,139813,no response,rural,KY
wAhfq0D8,35,cozily,31394,married,practical,badminton,47591,no response,urban,GA
BPupJFkf,53,cozily,40391,married,practical,athletics,58076,response,urban,KY
F3OgY25Y,44,active,54987,married,expensive,soccer,94220,no response,urban,WI
5n0LvRHW,16,cozily,74862,single,practical,badminton,34022,no response,rural,OK
ibawW8hJ,64,healthy,62517,married,practical,soccer,148801,response,rural,IL
0pkDHCyD,34,active,22587,married,practical,badminton,62640,no response,urban,VA
qYzjSWh4,26,healthy,87573,married,practical,soccer,59402,no response,rural,NM
oLMwDO4A,36,active,64858,single,practical,athletics,38878,no response,rural,MO
zkulz2k0,53,active,83855,single,expensive,badminton,60987,no response,rural,ID
I0peI4AJ,57,cozily,58325,married,expensive,badminton,92489,response,rural,ND
hyK9W7gm,43,cozily,85310,single,expensive,athletics,76131,no response,rural,AZ
2LfcPnmI,65,healthy,92907,married,practical,athletics,111699,response,rural,CA
qe7UYTNk,21,cozily,86867,married,expensive,badminton,25683,no response,urban,AZ
4ngm211L,38,active,46213,single,practical,soccer,121839,no response,urban,IN
tkTrs5Za,35,cozily,56822,married,practical,athletics,114307,no response,rural,MN
Cg1Zykpm,48,cozily,81564,married,practical,soccer,29080,no response,urban,CO
vOVaQe4i,15,active,46770,single,expensive,badminton,88798,no response,urban,IN
w9Ax59hh,34,active,98791,single,expensive,athletics,98443,no response,urban,WA
gY8fveSZ,65,healthy,60811,single,expensive,soccer,125593,response,urban,IL
K3KZr7rW,27,cozily,90600,single,practical,,70973,no response,rural,CA
oFEEEb7o,48,active,30175,married,practical,athletics,49111,no response,urban,GA
aISf3ypo,32,cozily,98225,single,expensive,soccer,98623,no response,urban,WA
nDamjzyL,28,healthy,93908,married,expensive,soccer,120164,no response,urban,CA
mxaDZsQq,67,healthy,80398,single,practical,soccer,70512,no response,rural,CO
YmGdxBvz,37,cozily,34417,married,expensive,soccer,71792,no response,urban,FL
H9DCKIRN,63,healthy,62746,married,practical,,135936,response,urban,IL
VNvDP0Ax,38,active,56402,single,expensive,soccer,84244,no response,rural,MN
xc8xg2Qg,56,cozily,46471,married,expensive,athletics,113948,response,urban,IN
AKkgZADo,64,active,88908,married,expensive,athletics,147235,response,rural,NV
W1MHESjL,56,cozily,85060,married,expensive,soccer,137738,response,urban,AZ
XZ3QwWiO,43,healthy,31038,single,expensive,badminton,95703,no response,urban,GA
hnSxLoyu,36,active,19577,single,expensive,badminton,122082,no response,urban,PA
3bLHzbBp,22,healthy,28666,married,practical,athletics,52754,response,urban,NC
kp7zYGfk,18,cozily,84056,single,practical,badminton,114038,no response,urban,UT
aqq3FPnH,23,healthy,95396,married,expensive,athletics,31889,no response,rural,CA
9I0FfuRd,16,healthy,62501,married,practical,,130402,no response,urban,IL
fFpKSmoN,40,cozily,34689,single,practical,soccer,126762,no response,urban,FL
fWvLf48h,58,cozily,37576,single,practical,badminton,104120,no response,urban,TN
657G9im5,47,healthy,15674,married,practical,badminton,46284,no response,urban,PA
I39gnXwZ,32,active,51492,single,expensive,badminton,77499,no response,rural,IA
vIaERG4z,66,active,30912,married,expensive,badminton,90786,response,rural,GA
hI8xR9dr,35,healthy,89863,single,expensive,soccer,57210,no response,urban,NV
FLAwL6pO,66,active,74277,single,expensive,,58113,response,rural,OK
GTRYSzId,60,active,17814,single,expensive,athletics,137833,response,rural,PA
WKHaqKbn,36,cozily,76877,married,practical,badminton,34547,no response,urban,TX
eESUGnmV,25,healthy,44500,married,expensive,soccer,67804,no response,rural,OH
WYokkkwL,52,healthy,94203,married,practical,athletics,94222,no response,urban,CA
3F9dPh9q,21,healthy,55488,single,expensive,athletics,42740,no response,urban,MN
x8Gt6ytC,62,healthy,36958,single,expensive,soccer,86920,response,urban,AL
o6Wp3zeV,53,cozily,28206,married,expensive,badminton,48945,no response,urban,NC
uGfd0jwE,54,active,74080,single,expensive,badminton,61027,no response,rural,OK
0xgrpne7,35,healthy,11066,married,expensive,soccer,144599,response,urban,#N/A
ZN6jPY4s,61,active,29484,married,practical,badminton,37996,response,rural,SC
K7TTBNTF,36,healthy,87597,single,expensive,,131100,no response,urban,NM
obTUZvwZ,69,active,10537,married,practical,athletics,45127,response,urban,#N/A
03houfS8,56,active,31429,single,expensive,,60227,no response,urban,GA
o1SIbrKy,38,healthy,70872,single,practical,,59084,no response,rural,LA
tSaKVi8c,69,cozily,69598,single,practical,soccer,39900,response,rural,NE
B0Iu3bWX,30,healthy,67597,single,expensive,badminton,67006,no response,urban,KS
00zg5OZ8,52,active,90747,married,expensive,athletics,44585,no response,urban,CA
U7sWEl8N,20,active,85252,married,expensive,athletics,116525,no response,urban,AZ
jlr77GBb,46,healthy,57513,married,practical,badminton,45362,no response,urban,SD
VKNXKr4M,69,cozily,94515,single,expensive,athletics,92706,response,urban,CA
r2qmFzBS,48,active,13838,single,expensive,badminton,91107,response,urban,NY
iZhnE3UU,51,active,53086,married,expensive,athletics,115946,no response,urban,WI
ZpC4cqLx,51,active,36847,married,expensive,soccer,89436,no response,rural,AL
Qj2Rp3qG,61,active,37328,married,expensive,,117047,response,urban,TN
13U2ti0w,59,cozily,97791,married,practical,athletics,129664,no response,rural,OR
5L5reqmd,51,healthy,12615,single,expensive,soccer,66129,response,urban,NY
ilMckMXc,16,cozily,23374,married,expensive,badminton,103620,no response,rural,VA
zSYBT6v3,68,healthy,25536,single,practical,badminton,134957,no response,rural,WV
JXuU834o,40,healthy,21882,married,expensive,athletics,39027,no response,urban,MD
tD4mgCN8,16,active,23742,single,expensive,badminton,54031,no response,rural,VA
R8tzzxOD,28,cozily,26179,single,practical,,118588,no response,rural,WV
lokjy5Z2,37,cozily,75051,married,practical,soccer,93199,no response,urban,TX
s2iKwwaF,52,healthy,46322,married,practical,badminton,116681,no response,rural,IN
FTKTkt5N,28,healthy,51025,married,practical,soccer,106915,no response,urban,IA
ht9vpdyG,57,active,72149,married,expensive,athletics,130465,response,rural,AR
EGs0Vxll,32,active,48628,married,practical,soccer,34036,no response,urban,MI
mW54MfTt,66,active,97318,single,practical,,93057,response,urban,OR
N5J40jRJ,17,cozily,34785,single,expensive,soccer,47384,no response,rural,FL
jmYFOY7a,33,healthy,76767,single,expensive,badminton,93164,no response,urban,TX
dbgAhYNx,60,healthy,92280,married,expensive,badminton,131805,response,rural,CA
MaiWSPAP,15,cozily,73426,single,expensive,athletics,129111,no response,rural,OK
Uc9dpgWK,53,healthy,75376,single,practical,,56835,no response,urban,TX
bjDvo0sg,55,active,51708,single,practical,athletics,109252,no response,urban,IA
9KHBqzdv,61,active,40045,single,expensive,soccer,134342,response,rural,KY
ksx6KXTa,53,cozily,95317,single,expensive,soccer,96141,no response,rural,CA
dJfXR1Nz,69,healthy,86864,married,practical,badminton,29711,response,urban,AZ
UwGYF5t2,39,cozily,94244,married,expensive,athletics,130366,no response,urban,CA
ojZZyrDm,23,cozily,39294,single,practical,badminton,52358,no response,urban,MS
ptN07ZYf,31,active,74359,married,expensive,badminton,137099,no response,urban,OK
8XQnbI4n,69,active,89045,married,expensive,athletics,62187,response,urban,NV
66Yg4I6f,61,active,57783,single,practical,soccer,120608,response,urban,SD
km6bFTKD,53,active,64585,married,practical,soccer,111498,no response,urban,MO
b52mY9eX,31,healthy,16045,single,expensive,badminton,126280,no response,urban,PA
3gbyvJTu,35,healthy,34797,single,expensive,athletics,85338,no response,urban,FL
YIZ1tXpg,63,cozily,51617,married,practical,,64047,response,urban,IA
vP15bR51,42,cozily,79199,single,expensive,athletics,112598,no response,urban,TX
idiJJWGN,47,cozily,21980,married,practical,athletics,99008,no response,urban,MD
2AWNR6YB,20,active,55199,single,expensive,soccer,106445,response,rural,MN
2fkcnKBv,69,cozily,80240,married,expensive,soccer,58668,response,urban,CO
mH6mpGqx,44,active,10638,married,expensive,badminton,51854,response,urban,#N/A
exuxsnKy,61,cozily,95659,single,expensive,athletics,148262,response,rural,CA
sYXHzoGf,36,active,20465,married,expensive,badminton,72395,no response,urban,DC
ifnrh5NI,56,cozily,58423,married,expensive,,92386,response,rural,ND
qDRDU0uP,40,active,12557,single,practical,soccer,97291,response,urban,NY
mi2UanRK,52,healthy,67412,single,practical,badminton,52130,no response,urban,KS
AP5dn6mv,46,active,40350,single,expensive,,56445,no response,urban,KY
ccdx178B,64,active,58076,married,practical,badminton,140784,response,urban,ND
FMu44Ca7,67,cozily,84567,single,practical,badminton,80119,response,rural,UT
SrHWWP6O,58,active,92910,single,practical,soccer,49212,response,urban,CA
ehmlNcxb,15,cozily,80905,married,practical,athletics,125241,no response,urban,CO
Ni7vnEaE,18,healthy,54672,single,practical,athletics,69185,no response,rural,WI
Bn8ycprN,56,active,47218,single,expensive,athletics,117982,response,urban,IN
69hXSkbY,34,healthy,82113,single,practical,badminton,121761,no response,rural,WY
hnFXzbKW,56,healthy,82460,single,expensive,,123748,response,rural,WY
AoV5Mmu0,69,cozily,10868,single,expensive,badminton,74127,response,urban,#N/A
aRcQGnq8,30,healthy,95129,single,expensive,badminton,124822,no response,urban,CA
bEVyTXyo,47,active,20621,married,practical,soccer,107680,no response,urban,MD
vwY7xnb2,28,cozily,40413,single,expensive,,44585,no response,urban,KY
1iAXxnmR,30,active,62661,single,expensive,athletics,58465,no response,urban,IL
ETbybhKh,54,cozily,81592,married,practical,badminton,66223,no response,rural,CO
FiuBlPpW,63,healthy,60456,single,practical,badminton,128323,no response,rural,IL
5NmwGr2J,59,active,94937,single,practical,soccer,71509,response,urban,CA
cLORIB3G,35,healthy,14058,married,expensive,soccer,112424,response,urban,NY
ZsU7jqyZ,27,cozily,58605,single,practical,badminton,83179,no response,rural,ND
TkI7Dnwg,46,healthy,21028,single,practical,soccer,51439,no response,rural,MD
ywyDG7RP,46,cozily,81383,single,expensive,soccer,109471,no response,urban,CO
tiUtN4VI,39,active,37178,married,practical,soccer,20246,no response,rural,TN
dhId6rJb,38,active,23924,single,expensive,soccer,93502,no response,rural,VA
n1OD4cKs,42,cozily,20975,married,expensive,badminton,145592,response,urban,MD
tZbHC7cD,33,cozily,94591,married,expensive,athletics,96134,no response,rural,CA
4wnkxwHP,22,cozily,11400,single,practical,badminton,115702,response,urban,#N/A
C4RuSslp,19,active,50847,married,expensive,badminton,121208,no response,urban,IA
QGJkUorj,23,cozily,24775,single,practical,badminton,51236,no response,urban,WV
csSZs9RT,68,cozily,81986,single,expensive,athletics,47718,response,urban,CO
yWBhoDz6,68,cozily,57424,married,expensive,athletics,93512,response,rural,SD
odHyV48N,58,cozily,56017,single,expensive,athletics,101940,response,rural,MN
dIUB5OMP,51,cozily,31935,single,practical,soccer,40820,no response,urban,GA
sLfkYL6r,20,active,60346,single,practical,soccer,44022,response,urban,IL
UpEmBE7j,25,healthy,37950,single,practical,soccer,40050,no response,urban,TN
DtzwqD6d,21,healthy,60064,married,practical,soccer,149489,response,rural,IL
vIGbhfyM,50,healthy,38025,married,expensive,badminton,54990,no response,rural,TN
2ChGc0FB,16,active,16678,married,practical,soccer,128946,no response,rural,PA
PR7pDdIi,21,cozily,94385,single,practical,soccer,104912,no response,urban,CA
IbZLvZFn,19,cozily,75617,single,practical,badminton,27405,no response,rural,TX
yUNUIWcF,33,healthy,44091,single,expensive,,86166,no response,urban,OH
GWTR8iLB,45,cozily,36762,single,expensive,badminton,47121,no response,rural,AL
B1auY6ss,47,cozily,24228,married,practical,,46218,no response,rural,VA
hkb0NReh,53,cozily,92362,married,practical,,91503,no response,urban,CA
0HDGg2rL,69,healthy,28455,single,practical,athletics,101215,response,urban,NC
wSfApqYK,45,healthy,72414,single,expensive,soccer,59277,no response,urban,AR
AsYZYBxn,22,cozily,82704,single,practical,athletics,128311,no response,urban,WY
LLUOf3v8,38,cozily,99979,married,practical,athletics,144928,response,urban,AK
1nR3wovU,40,healthy,19243,married,practical,athletics,45935,no response,urban,PA
ep5t4ZMe,62,cozily,94431,single,practical,badminton,57791,response,rural,CA
NncAyog5,23,active,52430,single,practical,athletics,132798,no response,urban,IA
3xxnuv65,37,cozily,51223,married,practical,athletics,110003,no response,urban,IA
zZR2k3sO,48,active,96857,single,expensive,soccer,98624,no response,urban,HI
N7FwQSYb,53,cozily,27975,single,practical,soccer,33586,no response,urban,NC
dupYOW5T,48,active,90669,married,practical,athletics,72551,response,rural,CA
bV6ohbO0,25,cozily,72060,single,practical,athletics,73439,no response,urban,AR
BFKix13f,28,active,68511,married,practical,,81938,no response,urban,NE
RLtz7EK1,16,cozily,22873,single,expensive,athletics,80427,no response,urban,VA
TxC94xgH,24,active,98589,single,practical,athletics,124473,no response,rural,WA
wBaxHaFy,47,active,45279,single,expensive,soccer,42766,no response,rural,OH
FHqUHtnX,49,healthy,88248,single,practical,badminton,68156,no response,urban,NM
xSSYDqZi,35,cozily,93510,married,practical,athletics,33025,no response,urban,CA
EG7cHIc8,59,healthy,67336,married,practical,,105107,response,urban,KS
vEZYCQNY,64,active,48163,married,expensive,,55672,response,rural,MI
27lTB0eV,37,healthy,68058,married,expensive,badminton,84889,no response,rural,NE
qjvBtd2m,20,cozily,31387,single,practical,soccer,107229,no response,urban,GA
kfRqntal,61,cozily,46395,single,expensive,athletics,49715,response,rural,IN
j45CGATB,44,active,37538,married,expensive,,122019,no response,urban,TN
UTrKcQMj,17,cozily,63717,married,expensive,soccer,111992,no response,urban,MO
UMZEHN5R,49,active,63163,married,expensive,athletics,139218,no response,rural,MO
XIwCimbV,67,active,52916,single,expensive,badminton,48678,response,rural,IA
CaagqTmb,50,cozily,25357,single,practical,badminton,76979,response,rural,WV
LGQ9Yppo,32,active,54693,married,practical,badminton,70025,no response,urban,WI
ETk5dSh8,44,healthy,45342,married,expensive,athletics,54581,no response,urban,OH
XJm3jPGQ,33,healthy,60790,single,expensive,badminton,23116,no response,rural,IL
sCp1dW7U,28,active,35413,single,practical,athletics,27399,no response,urban,AL
vkVkRw70,24,active,87683,single,practical,soccer,112292,no response,urban,NM
s6GyVFUI,33,cozily,76937,single,expensive,athletics,55905,no response,urban,TX
SBy1W0M8,44,cozily,34989,married,expensive,athletics,94919,no response,rural,FL
BriUf4ah,27,active,38590,married,practical,athletics,99775,no response,rural,TN
pUf5F6Bp,48,active,87413,married,practical,badminton,46912,no response,rural,NM
6sOafg0t,51,active,53314,single,practical,badminton,50506,no response,urban,WI
qWjUY78v,60,cozily,79803,married,expensive,badminton,105082,response,urban,TX
rqnc3Dja,20,cozily,37427,married,practical,badminton,117804,no response,rural,TN
5Owgb6vu,61,cozily,12902,single,practical,badminton,54608,no response,rural,NY
3X36AESK,41,cozily,75454,single,expensive,,87410,no response,rural,TX
Pg3IvH5R,55,cozily,79633,single,practical,badminton,110075,no response,urban,TX
Ib2FTYNY,29,healthy,40621,single,practical,,23467,no response,rural,KY
MNT2P63w,36,cozily,58859,married,expensive,soccer,63386,no response,rural,ND
EQpDwko0,49,healthy,95519,single,expensive,athletics,104630,no response,urban,CA
fX1VqwuB,17,healthy,16695,married,expensive,athletics,80651,no response,rural,PA
enNohcUb,24,healthy,27336,married,expensive,athletics,44193,no response,urban,NC
ecEhJc6d,27,healthy,79891,single,expensive,athletics,112250,no response,rural,TX
upsTMNHN,69,healthy,99761,single,expensive,badminton,39624,no response,urban,AK
jeNg147j,22,healthy,48519,married,expensive,soccer,62513,no response,rural,MI
lV1tSG9z,63,active,33111,single,expensive,soccer,40414,response,rural,FL
yFQAXBiP,51,healthy,99881,married,practical,badminton,139630,no response,urban,AK
37jmp28p,22,healthy,29587,married,practical,badminton,49573,no response,rural,SC
g7lD1s5S,32,cozily,65248,married,expensive,,53459,no response,urban,MO
wRApSE0P,25,healthy,79095,married,practical,athletics,133047,no response,urban,TX
ScjTwrkv,63,cozily,16652,single,practical,,64003,response,urban,PA
